date_of_census,measure,count,table
2022-12-05,total_individuals_in_shelter,64227,DHS daily census
2022-12-05,total_single_adults_in_shelter,19952,DHS daily census
2022-12-05,families_with_children_in_shelter,12280,DHS daily census
2022-12-05,adult_families_in_shelter,2338,DHS daily census
2022-12-04,total_individuals_in_shelter,64222,DHS daily census
2022-12-04,total_single_adults_in_shelter,19951,DHS daily census
2022-12-04,families_with_children_in_shelter,12285,DHS daily census
2022-12-04,adult_families_in_shelter,2333,DHS daily census
2022-12-03,total_individuals_in_shelter,64291,DHS daily census
2022-12-03,total_single_adults_in_shelter,19872,DHS daily census
2022-12-03,families_with_children_in_shelter,12314,DHS daily census
2022-12-03,adult_families_in_shelter,2341,DHS daily census
2022-12-02,total_individuals_in_shelter,64213,DHS daily census
2022-12-02,total_single_adults_in_shelter,19888,DHS daily census
2022-12-02,families_with_children_in_shelter,12295,DHS daily census
2022-12-02,adult_families_in_shelter,2341,DHS daily census
2022-12-01,total_individuals_in_shelter,64011,DHS daily census
2022-12-01,total_single_adults_in_shelter,19957,DHS daily census
2022-12-01,families_with_children_in_shelter,12221,DHS daily census
2022-12-01,adult_families_in_shelter,2332,DHS daily census
2022-11-30,total_individuals_in_shelter,64075,DHS daily census
2022-11-30,total_single_adults_in_shelter,20014,DHS daily census
2022-11-30,families_with_children_in_shelter,12229,DHS daily census
2022-11-30,adult_families_in_shelter,2329,DHS daily census
2022-11-29,total_individuals_in_shelter,64065,DHS daily census
2022-11-29,total_single_adults_in_shelter,20065,DHS daily census
2022-11-29,families_with_children_in_shelter,12220,DHS daily census
2022-11-29,adult_families_in_shelter,2324,DHS daily census
2022-11-28,total_individuals_in_shelter,64039,DHS daily census
2022-11-28,total_single_adults_in_shelter,20033,DHS daily census
2022-11-28,families_with_children_in_shelter,12222,DHS daily census
2022-11-28,adult_families_in_shelter,2337,DHS daily census
2022-11-27,total_individuals_in_shelter,63906,DHS daily census
2022-11-27,total_single_adults_in_shelter,19989,DHS daily census
2022-11-27,families_with_children_in_shelter,12205,DHS daily census
2022-11-27,adult_families_in_shelter,2322,DHS daily census
2022-11-26,total_individuals_in_shelter,63930,DHS daily census
2022-11-26,total_single_adults_in_shelter,19959,DHS daily census
2022-11-26,families_with_children_in_shelter,12223,DHS daily census
2022-11-26,adult_families_in_shelter,2318,DHS daily census
2022-11-25,total_individuals_in_shelter,63994,DHS daily census
2022-11-25,total_single_adults_in_shelter,20039,DHS daily census
2022-11-25,families_with_children_in_shelter,12210,DHS daily census
2022-11-25,adult_families_in_shelter,2328,DHS daily census
2022-11-24,total_individuals_in_shelter,63946,DHS daily census
2022-11-24,total_single_adults_in_shelter,19965,DHS daily census
2022-11-24,families_with_children_in_shelter,12218,DHS daily census
2022-11-24,adult_families_in_shelter,2341,DHS daily census
2022-11-23,total_individuals_in_shelter,63833,DHS daily census
2022-11-23,total_single_adults_in_shelter,20001,DHS daily census
2022-11-23,families_with_children_in_shelter,12170,DHS daily census
2022-11-23,adult_families_in_shelter,2337,DHS daily census
2022-11-22,total_individuals_in_shelter,64115,DHS daily census
2022-11-22,total_single_adults_in_shelter,20150,DHS daily census
2022-11-22,families_with_children_in_shelter,12226,DHS daily census
2022-11-22,adult_families_in_shelter,2331,DHS daily census
2022-11-21,total_individuals_in_shelter,64071,DHS daily census
2022-11-21,total_single_adults_in_shelter,20220,DHS daily census
2022-11-21,families_with_children_in_shelter,12178,DHS daily census
2022-11-21,adult_families_in_shelter,2347,DHS daily census
2022-11-20,total_individuals_in_shelter,64110,DHS daily census
2022-11-20,total_single_adults_in_shelter,20153,DHS daily census
2022-11-20,families_with_children_in_shelter,12205,DHS daily census
2022-11-20,adult_families_in_shelter,2358,DHS daily census
2022-11-19,total_individuals_in_shelter,63959,DHS daily census
2022-11-19,total_single_adults_in_shelter,20068,DHS daily census
2022-11-19,families_with_children_in_shelter,12211,DHS daily census
2022-11-19,adult_families_in_shelter,2340,DHS daily census
2022-11-18,total_individuals_in_shelter,63984,DHS daily census
2022-11-18,total_single_adults_in_shelter,20091,DHS daily census
2022-11-18,families_with_children_in_shelter,12224,DHS daily census
2022-11-18,adult_families_in_shelter,2329,DHS daily census
2022-11-17,total_individuals_in_shelter,64001,DHS daily census
2022-11-17,total_single_adults_in_shelter,20167,DHS daily census
2022-11-17,families_with_children_in_shelter,12204,DHS daily census
2022-11-17,adult_families_in_shelter,2347,DHS daily census
2022-11-16,total_individuals_in_shelter,63865,DHS daily census
2022-11-16,total_single_adults_in_shelter,20145,DHS daily census
2022-11-16,families_with_children_in_shelter,12186,DHS daily census
2022-11-16,adult_families_in_shelter,2338,DHS daily census
2022-11-15,total_individuals_in_shelter,63660,DHS daily census
2022-11-15,total_single_adults_in_shelter,20064,DHS daily census
2022-11-15,families_with_children_in_shelter,12147,DHS daily census
2022-11-15,adult_families_in_shelter,2348,DHS daily census
2022-11-14,total_individuals_in_shelter,63581,DHS daily census
2022-11-14,total_single_adults_in_shelter,20035,DHS daily census
2022-11-14,families_with_children_in_shelter,12134,DHS daily census
2022-11-14,adult_families_in_shelter,2345,DHS daily census
2022-11-13,total_individuals_in_shelter,63659,DHS daily census
2022-11-13,total_single_adults_in_shelter,20011,DHS daily census
2022-11-13,families_with_children_in_shelter,12164,DHS daily census
2022-11-13,adult_families_in_shelter,2349,DHS daily census
2022-11-12,total_individuals_in_shelter,63566,DHS daily census
2022-11-12,total_single_adults_in_shelter,19959,DHS daily census
2022-11-12,families_with_children_in_shelter,12157,DHS daily census
2022-11-12,adult_families_in_shelter,2350,DHS daily census
2022-11-11,total_individuals_in_shelter,63440,DHS daily census
2022-11-11,total_single_adults_in_shelter,19997,DHS daily census
2022-11-11,families_with_children_in_shelter,12117,DHS daily census
2022-11-11,adult_families_in_shelter,2342,DHS daily census
2022-11-10,total_individuals_in_shelter,63403,DHS daily census
2022-11-10,total_single_adults_in_shelter,20004,DHS daily census
2022-11-10,families_with_children_in_shelter,12096,DHS daily census
2022-11-10,adult_families_in_shelter,2342,DHS daily census
2022-11-09,total_individuals_in_shelter,63318,DHS daily census
2022-11-09,total_single_adults_in_shelter,20007,DHS daily census
2022-11-09,families_with_children_in_shelter,12075,DHS daily census
2022-11-09,adult_families_in_shelter,2326,DHS daily census
2022-11-08,total_individuals_in_shelter,63360,DHS daily census
2022-11-08,total_single_adults_in_shelter,20035,DHS daily census
2022-11-08,families_with_children_in_shelter,12076,DHS daily census
2022-11-08,adult_families_in_shelter,2333,DHS daily census
2022-11-07,total_individuals_in_shelter,63426,DHS daily census
2022-11-07,total_single_adults_in_shelter,20066,DHS daily census
2022-11-07,families_with_children_in_shelter,12082,DHS daily census
2022-11-07,adult_families_in_shelter,2337,DHS daily census
2022-11-06,total_individuals_in_shelter,63451,DHS daily census
2022-11-06,total_single_adults_in_shelter,20002,DHS daily census
2022-11-06,families_with_children_in_shelter,12106,DHS daily census
2022-11-06,adult_families_in_shelter,2335,DHS daily census
2022-11-05,total_individuals_in_shelter,63376,DHS daily census
2022-11-05,total_single_adults_in_shelter,19971,DHS daily census
2022-11-05,families_with_children_in_shelter,12092,DHS daily census
2022-11-05,adult_families_in_shelter,2330,DHS daily census
2022-11-04,total_individuals_in_shelter,63379,DHS daily census
2022-11-04,total_single_adults_in_shelter,20058,DHS daily census
2022-11-04,families_with_children_in_shelter,12057,DHS daily census
2022-11-04,adult_families_in_shelter,2332,DHS daily census
2022-11-03,total_individuals_in_shelter,63445,DHS daily census
2022-11-03,total_single_adults_in_shelter,20096,DHS daily census
2022-11-03,families_with_children_in_shelter,12071,DHS daily census
2022-11-03,adult_families_in_shelter,2334,DHS daily census
2022-11-02,total_individuals_in_shelter,63426,DHS daily census
2022-11-02,total_single_adults_in_shelter,20067,DHS daily census
2022-11-02,families_with_children_in_shelter,12064,DHS daily census
2022-11-02,adult_families_in_shelter,2343,DHS daily census
2022-11-01,total_individuals_in_shelter,63437,DHS daily census
2022-11-01,total_single_adults_in_shelter,20099,DHS daily census
2022-11-01,families_with_children_in_shelter,12048,DHS daily census
2022-11-01,adult_families_in_shelter,2356,DHS daily census
2022-10-31,total_individuals_in_shelter,63385,DHS daily census
2022-10-31,total_single_adults_in_shelter,20040,DHS daily census
2022-10-31,families_with_children_in_shelter,12046,DHS daily census
2022-10-31,adult_families_in_shelter,2367,DHS daily census
2022-10-30,total_individuals_in_shelter,63584,DHS daily census
2022-10-30,total_single_adults_in_shelter,20110,DHS daily census
2022-10-30,families_with_children_in_shelter,12094,DHS daily census
2022-10-30,adult_families_in_shelter,2363,DHS daily census
2022-10-29,total_individuals_in_shelter,63623,DHS daily census
2022-10-29,total_single_adults_in_shelter,20076,DHS daily census
2022-10-29,families_with_children_in_shelter,12120,DHS daily census
2022-10-29,adult_families_in_shelter,2366,DHS daily census
2022-10-28,total_individuals_in_shelter,63598,DHS daily census
2022-10-28,total_single_adults_in_shelter,20126,DHS daily census
2022-10-28,families_with_children_in_shelter,12097,DHS daily census
2022-10-28,adult_families_in_shelter,2360,DHS daily census
2022-10-27,total_individuals_in_shelter,63647,DHS daily census
2022-10-27,total_single_adults_in_shelter,20204,DHS daily census
2022-10-27,families_with_children_in_shelter,12118,DHS daily census
2022-10-27,adult_families_in_shelter,2330,DHS daily census
2022-10-26,total_individuals_in_shelter,63636,DHS daily census
2022-10-26,total_single_adults_in_shelter,20218,DHS daily census
2022-10-26,families_with_children_in_shelter,12112,DHS daily census
2022-10-26,adult_families_in_shelter,2334,DHS daily census
2022-10-25,total_individuals_in_shelter,63666,DHS daily census
2022-10-25,total_single_adults_in_shelter,20240,DHS daily census
2022-10-25,families_with_children_in_shelter,12118,DHS daily census
2022-10-25,adult_families_in_shelter,2335,DHS daily census
2022-10-24,total_individuals_in_shelter,63755,DHS daily census
2022-10-24,total_single_adults_in_shelter,20316,DHS daily census
2022-10-24,families_with_children_in_shelter,12115,DHS daily census
2022-10-24,adult_families_in_shelter,2342,DHS daily census
2022-10-23,total_individuals_in_shelter,63686,DHS daily census
2022-10-23,total_single_adults_in_shelter,20179,DHS daily census
2022-10-23,families_with_children_in_shelter,12154,DHS daily census
2022-10-23,adult_families_in_shelter,2332,DHS daily census
2022-10-22,total_individuals_in_shelter,63721,DHS daily census
2022-10-22,total_single_adults_in_shelter,20145,DHS daily census
2022-10-22,families_with_children_in_shelter,12181,DHS daily census
2022-10-22,adult_families_in_shelter,2328,DHS daily census
2022-10-21,total_individuals_in_shelter,63631,DHS daily census
2022-10-21,total_single_adults_in_shelter,20170,DHS daily census
2022-10-21,families_with_children_in_shelter,12156,DHS daily census
2022-10-21,adult_families_in_shelter,2315,DHS daily census
2022-10-20,total_individuals_in_shelter,63749,DHS daily census
2022-10-20,total_single_adults_in_shelter,20282,DHS daily census
2022-10-20,families_with_children_in_shelter,12158,DHS daily census
2022-10-20,adult_families_in_shelter,2309,DHS daily census
2022-10-19,total_individuals_in_shelter,63578,DHS daily census
2022-10-19,total_single_adults_in_shelter,20207,DHS daily census
2022-10-19,families_with_children_in_shelter,12130,DHS daily census
2022-10-19,adult_families_in_shelter,2303,DHS daily census
2022-10-18,total_individuals_in_shelter,63509,DHS daily census
2022-10-18,total_single_adults_in_shelter,20180,DHS daily census
2022-10-18,families_with_children_in_shelter,12131,DHS daily census
2022-10-18,adult_families_in_shelter,2297,DHS daily census
2022-10-17,total_individuals_in_shelter,63341,DHS daily census
2022-10-17,total_single_adults_in_shelter,20145,DHS daily census
2022-10-17,families_with_children_in_shelter,12096,DHS daily census
2022-10-17,adult_families_in_shelter,2280,DHS daily census
2022-10-16,total_individuals_in_shelter,63363,DHS daily census
2022-10-16,total_single_adults_in_shelter,20181,DHS daily census
2022-10-16,families_with_children_in_shelter,12098,DHS daily census
2022-10-16,adult_families_in_shelter,2268,DHS daily census
2022-10-15,total_individuals_in_shelter,63100,DHS daily census
2022-10-15,total_single_adults_in_shelter,20029,DHS daily census
2022-10-15,families_with_children_in_shelter,12072,DHS daily census
2022-10-15,adult_families_in_shelter,2257,DHS daily census
2022-10-14,total_individuals_in_shelter,63109,DHS daily census
2022-10-14,total_single_adults_in_shelter,20068,DHS daily census
2022-10-14,families_with_children_in_shelter,12069,DHS daily census
2022-10-14,adult_families_in_shelter,2247,DHS daily census
2022-10-13,total_individuals_in_shelter,62972,DHS daily census
2022-10-13,total_single_adults_in_shelter,20100,DHS daily census
2022-10-13,families_with_children_in_shelter,12046,DHS daily census
2022-10-13,adult_families_in_shelter,2217,DHS daily census
2022-10-12,total_individuals_in_shelter,62647,DHS daily census
2022-10-12,total_single_adults_in_shelter,20002,DHS daily census
2022-10-12,families_with_children_in_shelter,11986,DHS daily census
2022-10-12,adult_families_in_shelter,2199,DHS daily census
2022-10-11,total_individuals_in_shelter,62556,DHS daily census
2022-10-11,total_single_adults_in_shelter,19998,DHS daily census
2022-10-11,families_with_children_in_shelter,11960,DHS daily census
2022-10-11,adult_families_in_shelter,2208,DHS daily census
2022-10-10,total_individuals_in_shelter,62174,DHS daily census
2022-10-10,total_single_adults_in_shelter,19997,DHS daily census
2022-10-10,families_with_children_in_shelter,11873,DHS daily census
2022-10-10,adult_families_in_shelter,2187,DHS daily census
2022-10-09,total_individuals_in_shelter,62070,DHS daily census
2022-10-09,total_single_adults_in_shelter,19893,DHS daily census
2022-10-09,families_with_children_in_shelter,11880,DHS daily census
2022-10-09,adult_families_in_shelter,2169,DHS daily census
2022-10-08,total_individuals_in_shelter,61994,DHS daily census
2022-10-08,total_single_adults_in_shelter,19739,DHS daily census
2022-10-08,families_with_children_in_shelter,11910,DHS daily census
2022-10-08,adult_families_in_shelter,2150,DHS daily census
2022-10-07,total_individuals_in_shelter,61734,DHS daily census
2022-10-07,total_single_adults_in_shelter,19660,DHS daily census
2022-10-07,families_with_children_in_shelter,11872,DHS daily census
2022-10-07,adult_families_in_shelter,2137,DHS daily census
2022-10-06,total_individuals_in_shelter,61379,DHS daily census
2022-10-06,total_single_adults_in_shelter,19525,DHS daily census
2022-10-06,families_with_children_in_shelter,11819,DHS daily census
2022-10-06,adult_families_in_shelter,2128,DHS daily census
2022-10-05,total_individuals_in_shelter,61070,DHS daily census
2022-10-05,total_single_adults_in_shelter,19451,DHS daily census
2022-10-05,families_with_children_in_shelter,11765,DHS daily census
2022-10-05,adult_families_in_shelter,2113,DHS daily census
2022-10-04,total_individuals_in_shelter,61005,DHS daily census
2022-10-04,total_single_adults_in_shelter,19492,DHS daily census
2022-10-04,families_with_children_in_shelter,11746,DHS daily census
2022-10-04,adult_families_in_shelter,2100,DHS daily census
2022-10-03,total_individuals_in_shelter,60705,DHS daily census
2022-10-03,total_single_adults_in_shelter,19468,DHS daily census
2022-10-03,families_with_children_in_shelter,11678,DHS daily census
2022-10-03,adult_families_in_shelter,2087,DHS daily census
2022-10-02,total_individuals_in_shelter,60445,DHS daily census
2022-10-02,total_single_adults_in_shelter,19420,DHS daily census
2022-10-02,families_with_children_in_shelter,11636,DHS daily census
2022-10-02,adult_families_in_shelter,2068,DHS daily census
2022-10-01,total_individuals_in_shelter,60181,DHS daily census
2022-10-01,total_single_adults_in_shelter,19158,DHS daily census
2022-10-01,families_with_children_in_shelter,11638,DHS daily census
2022-10-01,adult_families_in_shelter,2067,DHS daily census
2022-09-30,total_individuals_in_shelter,60008,DHS daily census
2022-09-30,total_single_adults_in_shelter,19156,DHS daily census
2022-09-30,families_with_children_in_shelter,11605,DHS daily census
2022-09-30,adult_families_in_shelter,2031,DHS daily census
2022-09-29,total_individuals_in_shelter,59688,DHS daily census
2022-09-29,total_single_adults_in_shelter,19048,DHS daily census
2022-09-29,families_with_children_in_shelter,11558,DHS daily census
2022-09-29,adult_families_in_shelter,2007,DHS daily census
2022-09-28,total_individuals_in_shelter,59419,DHS daily census
2022-09-28,total_single_adults_in_shelter,18968,DHS daily census
2022-09-28,families_with_children_in_shelter,11514,DHS daily census
2022-09-28,adult_families_in_shelter,1981,DHS daily census
2022-09-27,total_individuals_in_shelter,59126,DHS daily census
2022-09-27,total_single_adults_in_shelter,19008,DHS daily census
2022-09-27,families_with_children_in_shelter,11432,DHS daily census
2022-09-27,adult_families_in_shelter,1966,DHS daily census
2022-09-26,total_individuals_in_shelter,58956,DHS daily census
2022-09-26,total_single_adults_in_shelter,18899,DHS daily census
2022-09-26,families_with_children_in_shelter,11431,DHS daily census
2022-09-26,adult_families_in_shelter,1946,DHS daily census
2022-09-25,total_individuals_in_shelter,58898,DHS daily census
2022-09-25,total_single_adults_in_shelter,18875,DHS daily census
2022-09-25,families_with_children_in_shelter,11436,DHS daily census
2022-09-25,adult_families_in_shelter,1933,DHS daily census
2022-09-24,total_individuals_in_shelter,58654,DHS daily census
2022-09-24,total_single_adults_in_shelter,18746,DHS daily census
2022-09-24,families_with_children_in_shelter,11416,DHS daily census
2022-09-24,adult_families_in_shelter,1901,DHS daily census
2022-09-23,total_individuals_in_shelter,58444,DHS daily census
2022-09-23,total_single_adults_in_shelter,18730,DHS daily census
2022-09-23,families_with_children_in_shelter,11354,DHS daily census
2022-09-23,adult_families_in_shelter,1896,DHS daily census
2022-09-22,total_individuals_in_shelter,58152,DHS daily census
2022-09-22,total_single_adults_in_shelter,18590,DHS daily census
2022-09-22,families_with_children_in_shelter,11344,DHS daily census
2022-09-22,adult_families_in_shelter,1871,DHS daily census
2022-09-21,total_individuals_in_shelter,58038,DHS daily census
2022-09-21,total_single_adults_in_shelter,18565,DHS daily census
2022-09-21,families_with_children_in_shelter,11325,DHS daily census
2022-09-21,adult_families_in_shelter,1850,DHS daily census
2022-09-20,total_individuals_in_shelter,57743,DHS daily census
2022-09-20,total_single_adults_in_shelter,18545,DHS daily census
2022-09-20,families_with_children_in_shelter,11255,DHS daily census
2022-09-20,adult_families_in_shelter,1828,DHS daily census
2022-09-19,total_individuals_in_shelter,57441,DHS daily census
2022-09-19,total_single_adults_in_shelter,18449,DHS daily census
2022-09-19,families_with_children_in_shelter,11216,DHS daily census
2022-09-19,adult_families_in_shelter,1818,DHS daily census
2022-09-18,total_individuals_in_shelter,57199,DHS daily census
2022-09-18,total_single_adults_in_shelter,18356,DHS daily census
2022-09-18,families_with_children_in_shelter,11198,DHS daily census
2022-09-18,adult_families_in_shelter,1780,DHS daily census
2022-09-17,total_individuals_in_shelter,56869,DHS daily census
2022-09-17,total_single_adults_in_shelter,18306,DHS daily census
2022-09-17,families_with_children_in_shelter,11116,DHS daily census
2022-09-17,adult_families_in_shelter,1785,DHS daily census
2022-09-16,total_individuals_in_shelter,56663,DHS daily census
2022-09-16,total_single_adults_in_shelter,18249,DHS daily census
2022-09-16,families_with_children_in_shelter,11078,DHS daily census
2022-09-16,adult_families_in_shelter,1791,DHS daily census
2022-09-15,total_individuals_in_shelter,56334,DHS daily census
2022-09-15,total_single_adults_in_shelter,18149,DHS daily census
2022-09-15,families_with_children_in_shelter,11024,DHS daily census
2022-09-15,adult_families_in_shelter,1764,DHS daily census
2022-09-14,total_individuals_in_shelter,56067,DHS daily census
2022-09-14,total_single_adults_in_shelter,18146,DHS daily census
2022-09-14,families_with_children_in_shelter,10968,DHS daily census
2022-09-14,adult_families_in_shelter,1728,DHS daily census
2022-09-13,total_individuals_in_shelter,55727,DHS daily census
2022-09-13,total_single_adults_in_shelter,18027,DHS daily census
2022-09-13,families_with_children_in_shelter,10907,DHS daily census
2022-09-13,adult_families_in_shelter,1731,DHS daily census
2022-09-12,total_individuals_in_shelter,55485,DHS daily census
2022-09-12,total_single_adults_in_shelter,17909,DHS daily census
2022-09-12,families_with_children_in_shelter,10863,DHS daily census
2022-09-12,adult_families_in_shelter,1735,DHS daily census
2022-09-11,total_individuals_in_shelter,55338,DHS daily census
2022-09-11,total_single_adults_in_shelter,17849,DHS daily census
2022-09-11,families_with_children_in_shelter,10871,DHS daily census
2022-09-11,adult_families_in_shelter,1690,DHS daily census
2022-09-10,total_individuals_in_shelter,55212,DHS daily census
2022-09-10,total_single_adults_in_shelter,17806,DHS daily census
2022-09-10,families_with_children_in_shelter,10837,DHS daily census
2022-09-10,adult_families_in_shelter,1691,DHS daily census
2022-09-09,total_individuals_in_shelter,54986,DHS daily census
2022-09-09,total_single_adults_in_shelter,17760,DHS daily census
2022-09-09,families_with_children_in_shelter,10798,DHS daily census
2022-09-09,adult_families_in_shelter,1682,DHS daily census
2022-09-08,total_individuals_in_shelter,54770,DHS daily census
2022-09-08,total_single_adults_in_shelter,17715,DHS daily census
2022-09-08,families_with_children_in_shelter,10757,DHS daily census
2022-09-08,adult_families_in_shelter,1670,DHS daily census
2022-09-07,total_individuals_in_shelter,54647,DHS daily census
2022-09-07,total_single_adults_in_shelter,17699,DHS daily census
2022-09-07,families_with_children_in_shelter,10733,DHS daily census
2022-09-07,adult_families_in_shelter,1658,DHS daily census
2022-09-06,total_individuals_in_shelter,54182,DHS daily census
2022-09-06,total_single_adults_in_shelter,17666,DHS daily census
2022-09-06,families_with_children_in_shelter,10611,DHS daily census
2022-09-06,adult_families_in_shelter,1654,DHS daily census
2022-09-05,total_individuals_in_shelter,54105,DHS daily census
2022-09-05,total_single_adults_in_shelter,17543,DHS daily census
2022-09-05,families_with_children_in_shelter,10639,DHS daily census
2022-09-05,adult_families_in_shelter,1642,DHS daily census
2022-09-04,total_individuals_in_shelter,53929,DHS daily census
2022-09-04,total_single_adults_in_shelter,17508,DHS daily census
2022-09-04,families_with_children_in_shelter,10596,DHS daily census
2022-09-04,adult_families_in_shelter,1640,DHS daily census
2022-09-03,total_individuals_in_shelter,53874,DHS daily census
2022-09-03,total_single_adults_in_shelter,17463,DHS daily census
2022-09-03,families_with_children_in_shelter,10601,DHS daily census
2022-09-03,adult_families_in_shelter,1626,DHS daily census
2022-09-02,total_individuals_in_shelter,53722,DHS daily census
2022-09-02,total_single_adults_in_shelter,17469,DHS daily census
2022-09-02,families_with_children_in_shelter,10548,DHS daily census
2022-09-02,adult_families_in_shelter,1628,DHS daily census
2022-09-01,total_individuals_in_shelter,53682,DHS daily census
2022-09-01,total_single_adults_in_shelter,17526,DHS daily census
2022-09-01,families_with_children_in_shelter,10530,DHS daily census
2022-09-01,adult_families_in_shelter,1616,DHS daily census
2022-08-31,total_individuals_in_shelter,53538,DHS daily census
2022-08-31,total_single_adults_in_shelter,17555,DHS daily census
2022-08-31,families_with_children_in_shelter,10485,DHS daily census
2022-08-31,adult_families_in_shelter,1599,DHS daily census
2022-08-30,total_individuals_in_shelter,53429,DHS daily census
2022-08-30,total_single_adults_in_shelter,17582,DHS daily census
2022-08-30,families_with_children_in_shelter,10449,DHS daily census
2022-08-30,adult_families_in_shelter,1594,DHS daily census
2022-08-29,total_individuals_in_shelter,53228,DHS daily census
2022-08-29,total_single_adults_in_shelter,17572,DHS daily census
2022-08-29,families_with_children_in_shelter,10393,DHS daily census
2022-08-29,adult_families_in_shelter,1591,DHS daily census
2022-08-28,total_individuals_in_shelter,53078,DHS daily census
2022-08-28,total_single_adults_in_shelter,17507,DHS daily census
2022-08-28,families_with_children_in_shelter,10376,DHS daily census
2022-08-28,adult_families_in_shelter,1581,DHS daily census
2022-08-27,total_individuals_in_shelter,52750,DHS daily census
2022-08-27,total_single_adults_in_shelter,17376,DHS daily census
2022-08-27,families_with_children_in_shelter,10335,DHS daily census
2022-08-27,adult_families_in_shelter,1563,DHS daily census
2022-08-26,total_individuals_in_shelter,52549,DHS daily census
2022-08-26,total_single_adults_in_shelter,17385,DHS daily census
2022-08-26,families_with_children_in_shelter,10293,DHS daily census
2022-08-26,adult_families_in_shelter,1556,DHS daily census
2022-08-25,total_individuals_in_shelter,52395,DHS daily census
2022-08-25,total_single_adults_in_shelter,17382,DHS daily census
2022-08-25,families_with_children_in_shelter,10253,DHS daily census
2022-08-25,adult_families_in_shelter,1539,DHS daily census
2022-08-24,total_individuals_in_shelter,52321,DHS daily census
2022-08-24,total_single_adults_in_shelter,17355,DHS daily census
2022-08-24,families_with_children_in_shelter,10255,DHS daily census
2022-08-24,adult_families_in_shelter,1525,DHS daily census
2022-08-23,total_individuals_in_shelter,52040,DHS daily census
2022-08-23,total_single_adults_in_shelter,17265,DHS daily census
2022-08-23,families_with_children_in_shelter,10188,DHS daily census
2022-08-23,adult_families_in_shelter,1529,DHS daily census
2022-08-22,total_individuals_in_shelter,51940,DHS daily census
2022-08-22,total_single_adults_in_shelter,17251,DHS daily census
2022-08-22,families_with_children_in_shelter,10146,DHS daily census
2022-08-22,adult_families_in_shelter,1549,DHS daily census
2022-08-21,total_individuals_in_shelter,51742,DHS daily census
2022-08-21,total_single_adults_in_shelter,17103,DHS daily census
2022-08-21,families_with_children_in_shelter,10155,DHS daily census
2022-08-21,adult_families_in_shelter,1524,DHS daily census
2022-08-20,total_individuals_in_shelter,51466,DHS daily census
2022-08-20,total_single_adults_in_shelter,16887,DHS daily census
2022-08-20,families_with_children_in_shelter,10144,DHS daily census
2022-08-20,adult_families_in_shelter,1508,DHS daily census
2022-08-19,total_individuals_in_shelter,51543,DHS daily census
2022-08-19,total_single_adults_in_shelter,17006,DHS daily census
2022-08-19,families_with_children_in_shelter,10124,DHS daily census
2022-08-19,adult_families_in_shelter,1511,DHS daily census
2022-08-18,total_individuals_in_shelter,51430,DHS daily census
2022-08-18,total_single_adults_in_shelter,16984,DHS daily census
2022-08-18,families_with_children_in_shelter,10115,DHS daily census
2022-08-18,adult_families_in_shelter,1496,DHS daily census
2022-08-17,total_individuals_in_shelter,51352,DHS daily census
2022-08-17,total_single_adults_in_shelter,16991,DHS daily census
2022-08-17,families_with_children_in_shelter,10095,DHS daily census
2022-08-17,adult_families_in_shelter,1492,DHS daily census
2022-08-16,total_individuals_in_shelter,51248,DHS daily census
2022-08-16,total_single_adults_in_shelter,16946,DHS daily census
2022-08-16,families_with_children_in_shelter,10064,DHS daily census
2022-08-16,adult_families_in_shelter,1498,DHS daily census
2022-08-15,total_individuals_in_shelter,51444,DHS daily census
2022-08-15,total_single_adults_in_shelter,16933,DHS daily census
2022-08-15,families_with_children_in_shelter,10121,DHS daily census
2022-08-15,adult_families_in_shelter,1509,DHS daily census
2022-08-14,total_individuals_in_shelter,51111,DHS daily census
2022-08-14,total_single_adults_in_shelter,16787,DHS daily census
2022-08-14,families_with_children_in_shelter,10084,DHS daily census
2022-08-14,adult_families_in_shelter,1484,DHS daily census
2022-08-13,total_individuals_in_shelter,51103,DHS daily census
2022-08-13,total_single_adults_in_shelter,16806,DHS daily census
2022-08-13,families_with_children_in_shelter,10075,DHS daily census
2022-08-13,adult_families_in_shelter,1491,DHS daily census
2022-08-12,total_individuals_in_shelter,51036,DHS daily census
2022-08-12,total_single_adults_in_shelter,16801,DHS daily census
2022-08-12,families_with_children_in_shelter,10044,DHS daily census
2022-08-12,adult_families_in_shelter,1495,DHS daily census
2022-08-11,total_individuals_in_shelter,51015,DHS daily census
2022-08-11,total_single_adults_in_shelter,16812,DHS daily census
2022-08-11,families_with_children_in_shelter,10037,DHS daily census
2022-08-11,adult_families_in_shelter,1495,DHS daily census
2022-08-10,total_individuals_in_shelter,50915,DHS daily census
2022-08-10,total_single_adults_in_shelter,16819,DHS daily census
2022-08-10,families_with_children_in_shelter,10001,DHS daily census
2022-08-10,adult_families_in_shelter,1493,DHS daily census
2022-08-09,total_individuals_in_shelter,50678,DHS daily census
2022-08-09,total_single_adults_in_shelter,16750,DHS daily census
2022-08-09,families_with_children_in_shelter,9941,DHS daily census
2022-08-09,adult_families_in_shelter,1496,DHS daily census
2022-08-08,total_individuals_in_shelter,50658,DHS daily census
2022-08-08,total_single_adults_in_shelter,16759,DHS daily census
2022-08-08,families_with_children_in_shelter,9932,DHS daily census
2022-08-08,adult_families_in_shelter,1495,DHS daily census
2022-08-07,total_individuals_in_shelter,50557,DHS daily census
2022-08-07,total_single_adults_in_shelter,16717,DHS daily census
